locus_tag	common gene name	strand	start	end	EEP	MEP	LEP	ESP (biological replicate 1)	ESP (biological replicate 2)	ESP average (biological replicate 1 and 2)	LSP (biological replicate 1)	LSP (biological replicate 2)	LSP average (biological replicate 1 and 2)
SL1344_3900	yifL	+	4173568	4173771	112	111	87	123	88	106	289	146	218
SL1344_3901	dapF	+	4173805	4174632	89	102	79	59	59	59	8	5	6
SL1344_3902	yigA	+	4174629	4175336	49	60	50	35	36	35	1	1	1
SL1344_3903	xerC	+	4175333	4176235	48	57	40	32	35	33	1	1	1
SL1344_3904	yigB	+	4176235	4176951	31	32	28	21	21	21	1	1	1
SL1344_3905	uvrD	+	4177087	4179249	60	51	39	21	21	21	2	2	2
SL1344_3906	corA	+	4179721	4180671	99	56	69	43	42	42	4	4	4
SL1344_3907	yigF	-	4180720	4181100	20	11	17	6	7	7	9	9	9
SL1344_3908	yigG	-	4181116	4181574	7	4	6	2	2	2	2	1	1
SL1344_3909	rarD	-	4181609	4182493	50	29	38	19	12	15	5	3	4
SL1344_3910	yigI	-	4182537	4183022	8	3	39	9	2	5	3	3	3
SL1344_3911	pldA	+	4183292	4184038	74	93	52	39	34	37	51	35	43
SL1344_3912	recQ	+	4184104	4185951	89	72	52	25	27	26	4	3	4
SL1344_3913	rhtC	+	4186015	4186635	37	28	23	10	10	10	3	1	2
SL1344_3914	rhtB	-	4186675	4187295	3	5	4	3	4	3	0	0	0
SL1344_3915	pldB	+	4187406	4188422	78	88	60	31	39	35	3	3	3
SL1344_3916	yigL	+	4188438	4189238	42	58	32	23	27	25	4	3	4
SL1344_3917	yigM	+	4189319	4190218	25	18	11	7	7	7	1	1	1
SL1344_3918	metR	-	4190106	4191059	6	5	6	5	3	4	23	11	17
SL1344_3919	metE	+	4191308	4193572	8	9	7	7	6	6	5	4	4
SL1344_3920		+	4193916	4195259	6	5	6	4	4	4	1	0	0
SL1344_3921	dlhH	-	4195339	4196151	9	11	23	40	35	38	5	4	4
SL1344_3922	udp	+	4196410	4197171	184	229	61	57	73	65	9	9	9
SL1344_3923	yigN	+	4197311	4198741	32	25	26	11	15	13	2	2	2
SL1344_3924	ubiE	+	4198837	4199592	205	228	160	108	108	108	14	14	14
SL1344_3925	yigP	+	4199602	4200207	106	140	88	47	51	49	4	3	4
SL1344_3926	aarF	+	4200204	4201844	96	107	71	52	55	53	10	5	7
SL1344_3927	tatA	+	4202050	4202304	1139	1026	843	610	614	612	84	75	80
SL1344_3928	tatB	+	4202308	4202856	270	282	200	150	166	158	13	14	14
SL1344_3929	tatC	+	4202859	4203638	207	186	126	58	67	62	4	4	4
SL1344_3930	tatD	+	4203668	4204462	24	20	13	4	6	5	1	0	0
SL1344_3931	rfaH	-	4204470	4204958	327	280	141	49	53	51	8	4	6
SL1344_3932	yigC	+	4205144	4206622	247	229	208	97	96	97	15	9	12
SL1344_3933	fre	+	4206708	4207409	149	186	171	91	93	92	10	15	13
SL1344_3934		+	4207663	4209486	17	13	11	6	7	7	2	1	2
STnc790		-	4209681	4209486	20	100	814	254	254	254	443	373	408
SL1344_3935	fadA	-	4209683	4210846	2	9	92	14	9	12	6	5	5
SL1344_3936	fadB	-	4210856	4213045	2	9	113	27	12	19	9	7	8
SL1344_3937	pepQ	+	4213235	4214566	58	63	61	33	32	32	4	2	3
SL1344_3938	yigZ	+	4214566	4215180	59	66	58	39	34	37	12	13	13
SL1344_3939	trkH	+	4215219	4216670	75	53	43	27	27	27	3	4	3
SL1344_3940	hemG	+	4216682	4217227	85	77	68	38	47	42	3	1	2
SL1344_3941	mobB	-	4223123	4223638	17	24	16	21	20	20	5	5	5
SL1344_3942	mobA	-	4223635	4224219	27	36	22	21	19	20	3	2	2
SL1344_3943	yihD	+	4224289	4224558	90	99	101	157	141	149	24	15	20
SL1344_3944	rodA	+	4224635	4225621	145	153	125	85	90	87	33	21	27
SL1344_3945	dsbA	+	4225638	4226261	155	192	195	129	147	138	16	15	16
SL1344_3946	yihG	-	4226274	4227182	67	32	32	14	15	15	6	4	5
SL1344_3947	polA	+	4227570	4230356	41	46	32	24	22	23	7	4	5
Spf		+	4230505	4230614	18919	15140	1136	696	782	739	416	489	453
SL1344_3948	engB	-	4230691	4231290	72	86	67	57	54	56	8	7	7
CsrC		+	4231596	4231839	5128	4065	10547	15482	14542	15012	3408	4218	3813
SL1344_3950	yihI	+	4231906	4232421	254	219	170	98	86	92	21	18	19
SL1344_3951	hemN	+	4232610	4233983	72	70	54	29	31	30	2	1	2
SL1344_3951A	yshB	-	4234073	4234183	709	847	1130	593	479	536	125	82	104
SL1344_3952	glnG	-	4234296	4235705	25	54	14	7	9	8	1	0	1
SL1344_3953	glnL	-	4235714	4236763	45	92	23	11	12	11	6	3	4
STnc800		-	4237036	4236852	326	1540	298	247	392	320	7	17	12
SL1344_3954	glnA	-	4237038	4238447	78	258	41	17	23	20	1	1	1
SL1344_3955	typA	+	4238823	4240646	366	273	143	38	52	45	4	3	3
SL1344_3956		-	4240701	4241435	10	10	9	9	7	8	3	2	2
SL1344_3957		-	4241420	4242298	3	2	4	3	4	3	2	1	1
SL1344_3958		-	4242295	4243536	3	3	4	3	2	3	2	1	1
SL1344_3959		-	4243538	4244401	5	4	6	5	6	5	30	12	21
SL1344_3960		-	4244406	4245431	3	5	5	4	5	4	1	1	1
SL1344_3961		-	4245444	4246292	8	6	4	4	4	4	2	1	1
SL1344_3962	ompL	-	4246449	4247141	1	1	1	1	1	1	6	3	4
SL1344_3963	yihO	-	4247209	4248630	6	7	8	8	7	7	1	1	1
SL1344_3964	yihP	-	4248676	4250058	6	6	7	4	3	4	1	1	1
STnc3120		+	4249943	4250101	29	21	71	68	58	63	281	228	255
SL1344_3965	yihQ	-	4250104	4252140	2	3	4	3	2	3	1	1	1
SL1344_3966	yihR	-	4252184	4253035	2	3	3	2	2	2	0	0	0
SL1344_3967	yihS	-	4253045	4254286	1	1	2	1	1	1	1	0	0
SL1344_3968	yihT	-	4254302	4255180	1	1	1	1	1	1	0	0	0
SL1344_3969	yihU	-	4255203	4256099	1	0	1	1	1	1	0	0	0
SL1344_3970	yihV	+	4256258	4257160	3	1	4	3	4	3	1	1	1
SL1344_3971	yihW	+	4257194	4257997	42	50	31	51	40	45	98	66	82
SL1344_3972	yihX	+	4258188	4258787	70	77	73	45	41	43	11	8	10
SL1344_3973	rbn	+	4258781	4259653	49	61	54	34	35	34	5	3	4
SL1344_3974	yihZ	+	4259650	4260087	61	67	59	48	45	47	3	4	4
SL1344_3975	yiiD	+	4260084	4261073	46	53	41	25	25	25	1	0	1
SL1344_3976		-	4261088	4261516	28	24	29	23	17	20	12	8	10
SL1344_3977		-	4261531	4261842	32	44	49	49	35	42	36	25	31
SL1344_3978		-	4261928	4262857	4	6	6	5	5	5	3	1	2
SL1344_3979		+	4263075	4263386	50	74	54	50	50	50	40	19	29
SL1344_3980		+	4263387	4263677	14	26	21	23	22	22	2	3	3
SL1344_3981	fdhE	-	4263724	4264653	134	169	108	77	76	76	3	3	3
SL1344_3982	fdoI	-	4264650	4265285	189	259	154	80	82	81	5	4	4
SL1344_3983	fdoH	-	4265282	4266184	157	261	174	75	92	84	1	1	1
SL1344_3984	fdoG	-	4266197	4269247	189	281	204	88	95	92	2	2	2
SL1344_3986	fdhD	+	4269442	4270278	20	20	22	12	16	14	8	5	7
SL1344_3987		-	4270546	4271523	10	6	11	7	8	8	20	11	15
SL1344_3988	yiiG	+	4271802	4272860	1	1	2	1	2	1	2	1	1
SL1344_3989		-	4273215	4273538	34	20	11	5	6	5	1	1	1
SL1344_3990		-	4273538	4274197	34	29	21	13	10	12	5	3	4
SL1344_3991		+	4274280	4274846	78	73	45	42	40	41	17	11	14
SL1344_3992	yiiL	-	4274935	4275249	8	11	27	30	33	32	1	3	2
SL1344_3993		-	4275246	4276394	2	3	5	8	8	8	1	1	1
SL1344_3994	rhaD	-	4276521	4277348	1	3	3	5	4	4	0	0	0
SL1344_3995	rhaA	-	4277491	4278750	1	1	1	0	0	0	0	0	0
SL1344_3996	rhaB	-	4278747	4280216	1	1	1	0	0	0	0	0	0
SL1344_3997	rhaS	+	4280504	4281340	4	5	9	9	11	10	2	2	2
SL1344_3998	rhaR	+	4281493	4282341	3	5	14	15	12	14	8	7	8
SL1344_3999	rhaT	-	4282338	4283372	5	3	4	3	3	3	1	0	1
SL1344_4000		+	4283991	4284674	3	2	4	6	4	5	3	2	2
SL1344_4001		-	4284832	4286139	4	3	3	1	2	1	1	1	1
SL1344_4002		-	4286132	4286647	2	1	1	1	0	1	0	0	0
SL1344_4003		-	4286666	4287649	1	1	1	0	1	1	1	0	1
SL1344_4004	sodA	+	4287978	4288598	380	470	127	31	34	33	16	31	23
SL1344_4005	yiiM	+	4288668	4289357	20	33	21	12	13	12	1	1	1
SL1344_4006		+	4289369	4289764	31	49	27	29	30	30	6	4	5
SL1344_4007	cpxA	-	4289815	4291188	75	74	55	37	35	36	2	1	1
SL1344_4008	cpxR	-	4291185	4291883	73	70	56	47	44	45	4	2	3
SL1344_4009	cpxP	+	4292034	4292534	135	215	320	500	358	429	1306	1057	1181
STnc870		+	4292541	4292598	806	1125	1762	4505	4782	4643	14377	19520	16948
SL1344_4010	fieF	+	4292682	4293584	111	98	74	51	55	53	15	11	13
SL1344_4011	pfkA	+	4293769	4294731	139	94	65	62	77	69	39	27	33
SL1344_4012	sbp	+	4294935	4295924	11	4	4	6	2	4	3	1	2
SL1344_4013	cdh-a	+	4296025	4296780	105	85	85	33	35	34	2	1	2
SL1344_4014		+	4297043	4298377	5	5	10	6	5	5	1	1	1
SL1344_4015		+	4298388	4299347	4	8	10	5	5	5	0	0	0
SL1344_4016		+	4299357	4300397	69	79	65	51	53	52	9	10	9
SL1344_4017		+	4300460	4301182	63	65	53	32	35	34	3	2	3
SL1344_4018		+	4301280	4301444	6	10	8	1	3	2	4	1	2
SL1344_4019	cdh-b	+	4301460	4301591	6	6	4	4	5	5	1	0	0
SL1344_4020		-	4301681	4301947	6	9	17	33	26	29	3	3	3
SL1344_4021	ydeV	-	4302045	4303637	11	7	14	20	16	18	2	2	2
SL1344_4022	ydeW	-	4303725	4304684	22	15	23	20	15	17	8	6	7
SL1344_4023	ego	+	4304940	4306475	1	1	14	16	11	13	6	5	6
SL1344_4024	ydeY	+	4306469	4307512	2	2	13	11	8	10	3	3	3
SL1344_4025	ydeZ	+	4307509	4308510	3	1	17	33	23	28	6	5	5
SL1344_4026	yneA	+	4308539	4309561	4	4	17	86	74	80	2	3	2
SL1344_4027	yneB	+	4309590	4310465	6	9	39	240	216	228	4	5	5
SL1344_4028	yneC	+	4310545	4310838	9	12	36	81	62	72	4	3	3
SL1344_4029		+	4310848	4311612	11	16	35	96	70	83	9	7	8
SL1344_4030	tpiA	-	4311704	4312471	274	260	221	227	205	216	22	25	24
SL1344_4031	yiiQ	-	4312584	4313180	61	46	40	29	31	30	4	2	3
SL1344_4032	yiiR	+	4313281	4313709	35	36	35	33	26	30	9	6	7
SL1344_4033	fpr	-	4313816	4314562	37	34	26	23	22	22	26	14	20
SL1344_4034	glpX	-	4314659	4315669	41	58	24	14	18	16	1	1	1
SL1344_4035	glpK	-	4315781	4317289	15	318	34	32	32	32	2	1	2
SL1344_4036	glpF	-	4317310	4318155	13	181	23	25	24	25	2	2	2
SL1344_4037	yiiU	+	4318554	4318793	718	991	466	384	552	468	83	95	89
SL1344_4038	menG	-	4319015	4319500	149	135	165	123	151	137	23	20	22
SL1344_4039	menA	-	4319593	4320522	52	39	25	9	12	11	1	0	1
SL1344_4040	hslU	-	4320589	4321920	146	310	67	49	49	49	9	8	8
SL1344_4041	hslV	-	4321930	4322460	138	295	61	51	42	47	4	8	6
SL1344_4042	ftsN	-	4322552	4323526	149	135	91	49	58	53	5	3	4
SL1344_4043	cytR	-	4323620	4324645	39	56	31	26	29	28	1	1	1
SL1344_4044	priA	-	4324800	4326998	68	50	38	32	32	32	1	1	1
SL1344_4045	rpmE	+	4327202	4327414	1857	1131	812	276	334	305	11	13	12
SL1344_4046		-	4327460	4328122	8	6	5	2	2	2	0	0	0
IsrP		+	4328158	4328305	64	45	67	26	26	26	5	12	9
SL1344_4047		-	4328323	4330113	5	3	4	3	2	2	1	1	1
SL1344_4048	metJ	-	4330570	4330887	196	169	111	87	93	90	19	20	20
SL1344_4049	metB	+	4331152	4332312	50	37	25	12	13	13	2	1	2
SL1344_4050	metL	+	4332315	4334747	37	32	25	19	18	18	3	2	2
STnc4070		-	4334856	4334758	29	33	34	32	48	40	7	6	7
SL1344_4051		-	4335001	4335720	3	1	2	1	1	1	5	2	4
SL1344_4052		-	4335723	4336721	1	1	2	1	1	1	2	1	1
SL1344_4053		-	4336956	4338080	5	6	15	10	9	9	1	1	1
SL1344_4054		+	4338216	4339772	5	5	6	5	5	5	1	1	1
STnc4080		-	4339930	4339806	6	7	5	3	6	4	46	20	33
SL1344_4055	metF	+	4339967	4340857	7	7	9	5	7	6	5	5	5
SL1344_4056	katG	+	4341022	4343202	11	14	18	26	25	25	1	2	1
SL1344_4057	yijF	-	4343260	4343883	4	4	5	4	4	4	1	1	1
SL1344_4058	gldA	-	4344142	4345245	12	18	13	24	30	27	2	1	2
SL1344_4059	talC	-	4345257	4345919	10	16	12	18	12	15	1	1	1
SL1344_4060	ptsA	-	4345930	4348431	5	4	5	4	5	4	2	1	2
SL1344_4061	frwC	+	4348740	4349819	4	4	6	9	7	8	0	0	0
SL1344_4062	frwB	+	4349834	4350154	10	13	23	31	27	29	4	4	4
SL1344_4063	pflD	+	4350253	4352550	11	10	10	15	15	15	13	8	10
SL1344_4064	pflC	+	4352516	4353394	20	21	22	20	24	22	4	3	3
SL1344_4065	frwD	+	4353396	4353749	13	12	10	9	11	10	1	1	1
SL1344_4066	yijO	-	4353736	4354587	56	44	30	16	17	16	1	1	1
SL1344_4068	yijP	-	4354748	4356481	81	64	50	23	22	23	3	2	3
STnc1600		+	4356617	4356687	45	43	113	204	118	161	37	11	24
SL1344_4069	ppc	-	4356692	4359343	46	30	21	25	27	26	2	2	2
SL1344_4070	argE	-	4359712	4360863	16	19	16	22	19	21	6	3	5
SL1344_4071	argC	+	4360952	4361956	14	7	9	6	7	6	2	1	1
SL1344_4072	argB	+	4361964	4362740	17	15	12	9	9	9	0	0	0
SL1344_4073	argH	+	4362858	4364234	16	13	14	11	11	11	1	1	1
OxyS		-	4364424	4364306	92	111	68	42	46	44	75	114	94
SL1344_4074	oxyR	+	4364519	4365436	85	92	70	60	62	61	4	4	4
SL1344_4075	udhA	-	4365419	4366819	37	82	197	100	59	79	33	24	28
SL1344_4076	yijC	+	4367018	4367653	81	88	79	76	67	71	16	9	13
SL1344_4077	yijD	+	4367669	4368028	50	63	68	85	66	75	6	4	5
SL1344_4078	trmA	-	4368075	4369175	79	48	40	16	15	15	11	7	9
SL1344_4079	btuB	+	4369507	4371393	54	58	66	36	33	35	2	1	2
SL1344_4080	murI	+	4371338	4372189	79	109	76	34	46	40	2	2	2
SL1344_4081	murB	+	4378004	4379032	59	54	32	15	19	17	3	1	2
SL1344_4082	birA	+	4379029	4379991	61	67	36	20	28	24	3	2	3
SL1344_4083	coaA	-	4380026	4380976	123	85	81	36	37	36	5	3	4
SL1344_4084		-	4381185	4381358	0	0	1	5	1	3	16	7	11
SL1344_4085	tufB	+	4381935	4383119	782	908	659	257	280	268	3	4	3
SL1344_4086	secE	+	4383349	4383732	718	388	364	129	140	134	13	12	12
SL1344_4087	nusG	+	4383734	4384279	754	482	447	175	201	188	9	10	9
SL1344_4088	rplK	+	4384437	4384865	2632	1497	1227	206	304	255	4	5	4
SL1344_4089	rplA	+	4384869	4385573	2942	2079	1313	265	316	290	4	4	4
SL1344_4090	rplJ	+	4385993	4386490	6963	5507	3192	547	673	610	7	12	9
SL1344_4091	rplL	+	4386557	4386922	9126	6342	3650	1210	1223	1217	122	116	119
SL1344_4092	rpoB	+	4387240	4391268	619	371	309	84	100	92	3	3	3
SL1344_4093	rpoC	+	4391345	4395568	597	408	319	94	115	105	3	2	2
SL1344_4094		+	4395610	4395933	55	19	23	4	6	5	0	0	0
STnc3490		-	4395692	4395604	118	36	40	18	20	19	23	11	17
SL1344_4095		-	4395939	4396283	39	5	8	1	1	1	0	0	0
SL1344_4096	sseK1	+	4396682	4397692	37	29	27	28	25	27	15	8	12
SL1344_4097		+	4398015	4398203	108	99	125	98	81	90	7	9	8
SL1344_4098	thiH	-	4398354	4399487	5	5	5	2	4	3	1	0	0
SL1344_4099	thiG	-	4399484	4400254	5	4	4	2	2	2	0	0	0
SL1344_4100	thiS	-	4400256	4400456	5	4	4	1	2	2	0	0	0
SL1344_4101	thiF	-	4400437	4401195	3	4	5	2	3	2	0	0	0
SL1344_4102	thiE	-	4401188	4401823	4	4	6	3	2	3	0	0	0
SL1344_4103	thiC	-	4401823	4403718	10	7	9	3	4	4	0	0	0
STnc1460		-	4404050	4403811	2137	8417	5579	5522	5443	5482	143	268	205
SL1344_4104	rsd	-	4404082	4404570	19	15	48	50	33	41	11	9	10
SL1344_4105	nudC	+	4404663	4405436	15	16	17	15	14	15	3	2	3
SL1344_4106	hemE	+	4405477	4406541	48	42	34	22	22	22	3	2	3
SL1344_4107	nfi	+	4406551	4407222	44	43	38	23	26	25	2	2	2
SL1344_4108	yjaG	+	4407264	4407854	171	175	99	59	64	62	6	5	5
SL1344_4109	hupA	+	4408041	4408313	4469	4373	3898	3385	3394	3390	15	30	23
SL1344_4110	yjaH	+	4408325	4409017	114	112	81	43	45	44	1	1	1
SL1344_4111	zraP	-	4409059	4409514	2	3	3	1	2	2	1	0	0
SL1344_4112	hydH	+	4409768	4411165	24	28	21	13	14	13	1	1	1
SL1344_4113	hydG	+	4411171	4412496	32	40	29	20	22	21	1	1	1
SL1344_4114	purD	-	4412493	4413782	9	28	11	12	9	10	0	0	0
SL1344_4115	purH	-	4413794	4415383	10	26	9	21	12	16	1	0	0
SL1344_4116	yjaB	-	4421537	4421974	78	104	62	74	61	68	104	72	88
SL1344_4117	metA	+	4422131	4423060	10	8	10	13	12	13	17	9	13
SL1344_4118	aceB	+	4423329	4424930	2	2	5	6	5	6	27	23	25
SL1344_4119	aceA	+	4424962	4426266	4	5	9	11	9	10	44	40	42
SL1344_4120	aceK	+	4426368	4428119	7	7	16	12	15	13	156	165	160
SL1344_4121		-	4428083	4428517	26	32	26	13	14	14	7	6	6
SL1344_4122	iclR	-	4428501	4429325	72	74	60	27	25	26	41	26	34
SL1344_4123	metH	+	4429629	4433312	20	22	22	17	17	17	1	1	1
SL1344_4124	yjbB	+	4433654	4435210	18	20	20	21	21	21	18	12	15
SL1344_4125	pepE	-	4435286	4435975	8	11	25	34	40	37	1	1	1
SL1344_4126		+	4436047	4436148	20	13	15	12	13	13	13	14	13
SL1344_4127		+	4436183	4436722	188	218	117	63	79	71	9	8	8
SL1344_4128	yjbC	+	4436769	4437638	111	116	60	41	42	41	3	3	3
SL1344_4129	yjbD	-	4437635	4437907	50	47	38	43	29	36	4	4	4
SL1344_4130		-	4438005	4438946	6	4	8	10	11	10	6	3	4
SL1344_4131		-	4439208	4439936	2	2	3	3	4	3	2	0	1
SL1344_4132		-	4440133	4440423	2	3	1	1	2	1	0	0	0
SL1344_4133		-	4440672	4441127	5	4	3	3	4	4	2	0	1
SL1344_4134		-	4441124	4441729	5	3	5	3	5	4	3	1	2
SL1344_4135		-	4441734	4443479	4	3	3	2	2	2	1	1	1
SL1344_4136		-	4443482	4444114	2	2	1	1	1	1	0	0	0
SL1344_4137		-	4444107	4445222	1	1	1	0	1	0	0	0	0
SL1344_4138		-	4445213	4445572	2	1	0	0	0	0	0	0	0
SL1344_4139		-	4445736	4447283	53	27	22	12	11	11	5	1	3
SL1344_4140	gtrBb	-	4447283	4448212	53	23	16	7	9	8	2	1	1
SL1344_4141	gtrAb	-	4448209	4448535	56	38	49	25	24	25	21	14	17
STnc4100		+	4448721	4448838	61	44	59	82	80	81	15	7	11
SL1344_4142		-	4448899	4449621	6	7	5	3	4	4	1	1	1
SL1344_4143		-	4449631	4450674	3	2	2	2	2	2	0	0	0
SL1344_4144		-	4450662	4450871	2	2	3	2	1	1	1	1	1
SL1344_4145		-	4450871	4451824	2	3	3	2	2	2	1	1	1
SL1344_4146		-	4451824	4454178	1	1	1	1	1	1	0	0	0
SL1344_4147		-	4454363	4454680	3	2	2	2	3	3	1	0	0
SL1344_4148		-	4454732	4455256	3	1	1	3	2	2	2	1	1
SL1344_4149		-	4455256	4456683	3	2	2	1	1	1	1	0	0
SL1344_4150		-	4456673	4456870	2	1	1	1	0	0	0	0	0
SL1344_4151		-	4456867	4457322	0	1	0	0	1	0	0	0	0
SL1344_4152		-	4457482	4457796	1	1	2	1	1	1	1	1	1
SL1344_4153		-	4457809	4458414	2	1	1	0	1	0	0	0	0
SL1344_4154		-	4458417	4458704	2	1	1	0	1	1	0	1	1
SL1344_4155		+	4459280	4459627	31	20	29	51	40	46	20	15	18
SL1344_4156	lysC	-	4459760	4461109	17	22	20	15	18	16	1	2	1
SL1344_4157	pgi	+	4461454	4463103	87	108	61	39	43	41	5	5	5
SL1344_4158	yjbE	+	4463547	4463789	9	15	26	27	31	29	2	3	3
SL1344_4159	yjbF	+	4463823	4464491	4	3	3	1	1	1	0	0	0
SL1344_4160	yjbG	+	4464488	4465225	2	2	2	1	1	1	0	0	0
SL1344_4161	yjbH	+	4465225	4467321	7	8	8	6	5	5	2	1	2
SL1344_4162	yjbA	+	4467464	4467874	23	23	21	15	15	15	3	2	2
STnc810		-	4467935	4467989	14	421	239	390	438	414	14	32	23
SL1344_4163	malG	-	4468040	4468930	3	34	21	8	6	7	0	1	1
SL1344_4164	malF	-	4468945	4470489	1	36	15	5	4	5	1	0	0
SL1344_4166	malE	-	4470621	4471820	3	147	78	53	41	47	1	1	1
SL1344_4167	malK	+	4472173	4473282	1	122	52	20	17	18	0	0	0
SL1344_4168	lamB	+	4473371	4474729	5	175	93	51	60	55	1	1	1
SL1344_4169	malM	+	4474893	4475810	7	165	83	50	46	48	3	4	3
STnc2130		+	4475778	4475868	72	886	1151	1179	1321	1250	373	568	470
SL1344_4170	ubiC	+	4475991	4476488	64	48	31	20	13	17	70	34	52
SL1344_4171	ubiA	+	4476502	4477374	53	46	31	19	14	16	14	12	13
SL1344_4172	plsB	-	4477473	4479893	156	141	108	54	60	57	7	5	6
SL1344_4173	dgkA	+	4480064	4480432	104	68	58	55	39	47	7	6	6
SL1344_4174	lexA	+	4480541	4481149	455	361	257	129	128	128	15	10	12
SL1344_4175	dinF	+	4481328	4482653	67	43	26	9	10	10	1	0	1
SL1344_4176	yjbJ	+	4482782	4482994	261	171	362	1213	1449	1331	819	936	877
SL1344_4177	zur	-	4483093	4483608	53	63	39	20	20	20	5	3	4
SL1344_4178		+	4483855	4485165	11	12	18	20	22	21	3	2	3
SL1344_4179	yjbN	+	4485253	4486251	92	46	44	30	29	29	7	4	5
SL1344_4180	pspG	+	4486464	4486661	25	13	18	6	13	10	5	3	4
STnc880		+	4486746	4486824	1017	1282	5316	2780	2305	2542	3102	1467	2285
SL1344_4181	qor	-	4486836	4487819	8	10	14	17	22	19	19	15	17
SL1344_4182	dnaB	+	4487884	4489299	123	124	68	25	30	28	2	1	1
SL1344_4183	alr-b	+	4489331	4490410	54	52	34	14	16	15	1	0	1
SL1344_4184	tyrB	+	4490596	4491789	25	26	19	15	11	13	1	1	1
SL1344_4185	aphA	+	4491976	4492689	28	28	50	58	66	62	2	2	2
SL1344_4186	yjbQ	+	4492818	4493234	47	41	50	45	41	43	10	6	8
SL1344_4187	yjbR	+	4493237	4493593	10	16	17	19	17	18	8	7	8
SL1344_4188		-	4493594	4493932	1	1	1	1	1	1	0	0	0
SL1344_4189		-	4493919	4494374	2	1	2	0	0	0	0	0	0
SL1344_4190	uvrA	-	4494506	4497331	42	48	45	20	24	22	2	2	2
SL1344_4191		+	4497296	4497412	13	5	6	7	5	6	1	1	1
SL1344_4192	ssb	+	4497579	4498109	222	152	151	98	88	93	49	27	38
SL1344_4193	siiA	+	4499150	4499782	6	4	467	689	652	671	1	0	0
SL1344_4194	siiB	+	4499779	4501167	5	4	265	433	366	399	0	0	0
SL1344_4195	siiC	+	4501157	4502476	5	6	299	560	530	545	0	0	0
SL1344_4196	siiD	+	4502473	4503750	7	7	425	895	875	885	1	1	1
SL1344_4197	siiE	+	4503767	4520446	12	13	102	297	248	272	5	3	4
SL1344_4198	siiF	+	4520486	4522552	17	18	70	172	166	169	3	1	2
SL1344_4199	yjcB	-	4522830	4523111	69	40	8	3	3	3	182	76	129
SL1344_4200	yjcC	+	4523674	4525275	13	12	14	13	11	12	2	1	2
SL1344_4201	soxS	-	4525263	4525586	56	40	39	20	12	16	3	2	3
SL1344_4202	soxR	+	4525673	4526131	24	21	21	19	22	21	7	8	8
SraL		-	4526303	4526163	10	22	140	530	471	500	2154	2671	2413
SL1344_4203		+	4526424	4527092	9	12	33	42	48	45	26	25	26
SL1344_4204	yjcD	+	4527439	4528788	25	58	28	38	25	32	2	3	2
SL1344_4205	yjcE	+	4528938	4530584	17	24	44	48	54	51	2	2	2
SL1344_4206		-	4530679	4531566	26	27	22	23	20	22	7	6	7
SL1344_4207		+	4531670	4532080	7	23	6	1	2	2	0	0	0
SL1344_4208		+	4532073	4532762	6	11	5	1	1	1	0	0	0
SL1344_4209	actP	-	4532801	4534450	4	3	51	21	23	22	2	1	2
SL1344_4210	yjcH	-	4534447	4534761	4	3	56	13	17	15	2	1	2
SL1344_4211	acs	-	4535007	4536965	2	3	138	87	39	63	42	26	34
SL1344_4212		+	4537152	4537298	24	30	135	118	83	100	66	35	51
SL1344_4213	nrfA	+	4537397	4538833	2	2	3	36	25	31	1	1	1
SL1344_4214	nrfB	+	4538945	4539511	11	18	17	30	31	30	1	0	0
SL1344_4215	nrfC	+	4539508	4540179	5	6	9	31	22	27	0	0	0
SL1344_4216	nrfD	+	4540176	4541132	2	2	2	13	9	11	0	0	0
SL1344_4217	nrfE	+	4541125	4543347	3	3	3	11	5	8	1	0	1
SL1344_4218	nrfG	+	4543344	4543964	1	2	1	4	2	3	0	0	0
SL1344_4219	gltP	+	4544309	4545619	112	49	71	38	44	41	4	5	4
SL1344_4220	yjcO	-	4545777	4546388	31	31	31	21	16	19	5	4	4
SL1344_4221	SC4B5.11c	-	4546643	4548790	10	10	10	13	17	15	2	2	2
SL1344_4223	lpxO	-	4549145	4550053	30	30	54	26	21	24	6	3	5
SL1344_4224	phnO	-	4550311	4550745	10	13	15	14	15	14	5	4	4
SL1344_4225	phnB	-	4550897	4551340	11	8	14	16	14	15	14	14	14
SL1344_4226	phnA	-	4551460	4551795	86	61	69	42	54	48	3	4	3
SL1344_4227	proP	+	4552263	4553765	40	32	44	41	46	44	15	12	13
STnc630		+	4553814	4553973	727	912	1020	673	580	626	169	136	153
SL1344_4228	basS	-	4553932	4555002	66	91	84	27	28	28	3	2	2
SL1344_4229	basR	-	4555012	4555680	65	72	65	27	26	27	6	4	5
SL1344_4230	yjdB	-	4555677	4557320	132	124	97	34	33	33	4	3	3
SL1344_4231	adiC	-	4557454	4558791	9	8	11	8	12	10	2	1	2
SL1344_4232	adiY	-	4558931	4559692	5	12	33	24	33	29	3	2	3
STnc1180		-	4559978	4559884	27	24	50	61	77	69	26	20	23
SL1344_4233	adi	-	4559990	4562260	3	4	5	3	4	4	1	0	0
STnc4110		+	4562398	4562462	9	27	47	60	69	64	73	63	68
SL1344_4234	melR	-	4562490	4563422	3	7	15	16	16	16	2	2	2
SL1344_4235	melA	+	4563691	4565046	2	1	4	32	47	39	0	0	0
SL1344_4236	melB	+	4565130	4566560	2	2	5	19	30	24	1	1	1
