locus_tag	common gene name	strand	start	end	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_4047		-	4328323	4330113	3	7	4	4	7	3	5	7
SL1344_4048	metJ	-	4330570	4330887	169	115	95	130	184	271	132	121
SL1344_4049	metB	+	4331152	4332312	37	29	22	28	21	41	36	20
SL1344_4050	metL	+	4332315	4334747	32	35	20	29	14	36	32	19
STnc4070		-	4334856	4334758	33	48	74	49	69	27	52	136
SL1344_4051		-	4335001	4335720	1	1	1	1	5	1	2	1
SL1344_4052		-	4335723	4336721	1	1	0	2	7	1	1	1
SL1344_4053		-	4336956	4338080	6	11	10	3	5	34	7	31
SL1344_4054		+	4338216	4339772	5	5	4	4	7	9	6	8
STnc4080		-	4339930	4339806	7	17	12	12	7	4	9	7
SL1344_4055	metF	+	4339967	4340857	7	8	5	10	10	9	8	10
SL1344_4056	katG	+	4341022	4343202	14	13	8	13	13	58	19	178
SL1344_4057	yijF	-	4343260	4343883	4	9	7	6	4	5	7	21
SL1344_4058	gldA	-	4344142	4345245	18	14	9	7	24	16	19	195
SL1344_4059	talC	-	4345257	4345919	16	14	7	10	27	29	15	115
SL1344_4060	ptsA	-	4345930	4348431	4	4	3	3	18	10	6	23
SL1344_4061	frwC	+	4348740	4349819	4	2	4	3	5	8	6	65
SL1344_4062	frwB	+	4349834	4350154	13	10	11	13	35	30	16	218
SL1344_4063	pflD	+	4350253	4352550	10	7	9	6	17	12	13	34
SL1344_4064	pflC	+	4352516	4353394	21	18	10	12	21	31	26	46
SL1344_4065	frwD	+	4353396	4353749	12	18	3	10	9	13	14	15
SL1344_4066	yijO	-	4353736	4354587	44	82	77	38	72	47	51	34
SL1344_4068	yijP	-	4354748	4356481	64	79	34	59	22	92	53	22
STnc1600		+	4356617	4356687	43	93	134	67	86	153	71	316
SL1344_4069	ppc	-	4356692	4359343	30	45	17	30	43	48	50	67
SL1344_4070	argE	-	4359712	4360863	19	30	11	11	51	38	33	48
SL1344_4071	argC	+	4360952	4361956	7	11	10	6	17	17	13	19
SL1344_4072	argB	+	4361964	4362740	15	9	6	9	16	20	19	11
SL1344_4073	argH	+	4362858	4364234	13	10	7	14	17	22	19	16
OxyS		-	4364424	4364306	111	122	154	564	136	2125	116	121
SL1344_4074	oxyR	+	4364519	4365436	92	51	22	47	180	124	103	75
SL1344_4075	udhA	-	4365419	4366819	82	157	49	53	120	145	87	31
SL1344_4076	yijC	+	4367018	4367653	88	153	124	62	159	194	141	144
SL1344_4077	yijD	+	4367669	4368028	63	122	65	62	113	108	111	135
SL1344_4078	trmA	-	4368075	4369175	48	68	32	60	36	46	34	21
SL1344_4079	btuB	+	4369507	4371393	58	76	32	44	44	96	61	55
SL1344_4080	murI	+	4371338	4372189	109	101	38	70	45	133	112	83
SL1344_4081	murB	+	4378004	4379032	54	67	28	37	30	55	52	35
SL1344_4082	birA	+	4379029	4379991	67	68	28	38	32	84	59	50
SL1344_4083	coaA	-	4380026	4380976	85	177	122	59	43	181	65	34
SL1344_4084		-	4381185	4381358	0	0	0	0	1	3	1	4
SL1344_4085	tufB	+	4381935	4383119	908	773	178	710	388	1375	844	311
SL1344_4086	secE	+	4383349	4383732	388	562	206	433	171	437	283	125
SL1344_4087	nusG	+	4383734	4384279	482	443	130	669	191	452	365	151
SL1344_4088	rplK	+	4384437	4384865	1497	1107	418	1700	543	1750	880	178
SL1344_4089	rplA	+	4384869	4385573	2079	1215	423	2384	661	1803	1185	196
SL1344_4090	rplJ	+	4385993	4386490	5507	3184	1144	4764	1267	3296	2730	576
SL1344_4091	rplL	+	4386557	4386922	6342	4705	2621	5671	3055	5393	3153	948
SL1344_4092	rpoB	+	4387240	4391268	371	260	62	395	94	399	246	72
SL1344_4093	rpoC	+	4391345	4395568	408	251	56	452	91	424	263	71
SL1344_4094		+	4395610	4395933	19	58	5	17	12	28	10	4
STnc3490		-	4395692	4395604	36	89	46	67	310	34	55	51
SL1344_4095		-	4395939	4396283	5	72	27	16	13	8	5	1
SL1344_4096	sseK1	+	4396682	4397692	29	74	58	42	334	78	65	48
SL1344_4097		+	4398015	4398203	99	139	179	75	340	87	81	75
SL1344_4098	thiH	-	4398354	4399487	5	5	3	6	8	9	6	3
SL1344_4099	thiG	-	4399484	4400254	4	4	2	5	7	8	6	2
SL1344_4100	thiS	-	4400256	4400456	4	1	1	3	6	14	7	1
SL1344_4101	thiF	-	4400437	4401195	4	3	3	4	8	8	4	2
SL1344_4102	thiE	-	4401188	4401823	4	6	4	6	12	6	5	3
SL1344_4103	thiC	-	4401823	4403718	7	24	5	8	20	12	9	2
STnc1460		-	4404050	4403811	8417	4050	4378	8224	6500	327	6879	5287
SL1344_4104	rsd	-	4404082	4404570	15	61	29	19	194	45	29	31
SL1344_4105	nudC	+	4404663	4405436	16	18	14	9	30	24	19	18
SL1344_4106	hemE	+	4405477	4406541	42	57	32	29	60	51	44	40
SL1344_4107	nfi	+	4406551	4407222	43	28	13	26	60	59	43	34
SL1344_4108	yjaG	+	4407264	4407854	175	153	90	110	163	164	161	101
SL1344_4109	hupA	+	4408041	4408313	4373	5172	4535	2957	4838	4481	6413	2831
SL1344_4110	yjaH	+	4408325	4409017	112	119	51	70	58	118	104	53
SL1344_4111	zraP	-	4409059	4409514	3	5	2	3	4	4	2	7
SL1344_4112	hydH	+	4409768	4411165	28	18	19	17	23	49	32	43
SL1344_4113	hydG	+	4411171	4412496	40	31	22	25	31	51	40	51
SL1344_4114	purD	-	4412493	4413782	28	14	4	8	6	30	24	4
SL1344_4115	purH	-	4413794	4415383	26	48	8	7	9	35	25	5
SL1344_4116	yjaB	-	4421537	4421974	104	78	145	78	176	130	130	97
SL1344_4117	metA	+	4422131	4423060	8	11	9	6	18	13	11	35
SL1344_4118	aceB	+	4423329	4424930	2	3	1	1	5	4	4	2
SL1344_4119	aceA	+	4424962	4426266	5	3	4	3	5	5	7	5
SL1344_4120	aceK	+	4426368	4428119	7	8	7	5	7	6	8	8
SL1344_4121		-	4428083	4428517	32	42	14	22	18	32	31	23
SL1344_4122	iclR	-	4428501	4429325	74	106	68	44	37	83	73	29
SL1344_4123	metH	+	4429629	4433312	22	24	14	12	20	35	31	20
SL1344_4124	yjbB	+	4433654	4435210	20	21	11	17	44	20	19	22
SL1344_4125	pepE	-	4435286	4435975	11	17	7	5	11	30	12	149
SL1344_4126		+	4436047	4436148	13	35	26	11	42	31	15	39
SL1344_4127		+	4436183	4436722	218	129	148	158	101	301	217	114
SL1344_4128	yjbC	+	4436769	4437638	116	94	40	64	37	114	80	53
SL1344_4129	yjbD	-	4437635	4437907	47	107	140	35	60	80	56	114
SL1344_4130		-	4438005	4438946	4	5	5	6	9	5	12	12
SL1344_4131		-	4439208	4439936	2	4	3	1	12	2	2	23
SL1344_4132		-	4440133	4440423	3	4	3	2	6	2	2	4
SL1344_4133		-	4440672	4441127	4	9	5	3	3	5	3	2
SL1344_4134		-	4441124	4441729	3	3	1	3	3	6	6	5
SL1344_4135		-	4441734	4443479	3	4	3	2	5	4	4	6
SL1344_4136		-	4443482	4444114	2	1	0	0	1	2	1	1
SL1344_4137		-	4444107	4445222	1	1	0	0	1	1	1	0
SL1344_4138		-	4445213	4445572	1	2	1	0	1	1	1	0
SL1344_4139		-	4445736	4447283	27	45	52	30	28	30	29	13
SL1344_4140	gtrBb	-	4447283	4448212	23	32	36	24	11	18	16	5
SL1344_4141	gtrAb	-	4448209	4448535	38	52	50	35	61	34	25	37
STnc4100		+	4448721	4448838	44	62	96	65	39	21	68	92
SL1344_4142		-	4448899	4449621	7	3	3	2	5	10	6	7
SL1344_4143		-	4449631	4450674	2	1	1	2	2	3	3	2
SL1344_4144		-	4450662	4450871	2	0	3	2	4	2	3	1
SL1344_4145		-	4450871	4451824	3	2	1	2	2	4	4	5
SL1344_4146		-	4451824	4454178	1	0	1	1	1	1	1	1
SL1344_4147		-	4454363	4454680	2	5	2	1	4	3	2	3
SL1344_4148		-	4454732	4455256	1	3	1	1	5	4	2	2
SL1344_4149		-	4455256	4456683	2	2	1	3	3	2	3	3
SL1344_4150		-	4456673	4456870	1	1	1	3	1	0	2	0
SL1344_4151		-	4456867	4457322	1	1	0	1	0	1	0	1
SL1344_4152		-	4457482	4457796	1	1	1	0	0	1	0	1
SL1344_4153		-	4457809	4458414	1	1	1	0	1	2	2	1
SL1344_4154		-	4458417	4458704	1	1	2	0	3	2	2	1
SL1344_4155		+	4459280	4459627	20	23	28	23	75	27	30	39
SL1344_4156	lysC	-	4459760	4461109	22	22	12	15	62	60	44	30
SL1344_4157	pgi	+	4461454	4463103	108	97	39	63	69	168	136	106
SL1344_4158	yjbE	+	4463547	4463789	15	7	10	10	46	15	12	11
SL1344_4159	yjbF	+	4463823	4464491	3	1	1	2	5	6	3	1
SL1344_4160	yjbG	+	4464488	4465225	2	2	0	2	2	4	2	1
SL1344_4161	yjbH	+	4465225	4467321	8	11	8	6	13	11	11	14
SL1344_4162	yjbA	+	4467464	4467874	23	42	18	25	46	16	30	23
STnc810		-	4467935	4467989	421	354	405	69	149	225	184	1837
SL1344_4163	malG	-	4468040	4468930	34	85	25	3	3	21	10	28
SL1344_4164	malF	-	4468945	4470489	36	103	14	1	3	39	8	19
SL1344_4166	malE	-	4470621	4471820	147	274	80	8	17	141	52	175
SL1344_4167	malK	+	4472173	4473282	122	301	344	2	5	182	21	63
SL1344_4168	lamB	+	4473371	4474729	175	322	44	9	15	119	72	180
SL1344_4169	malM	+	4474893	4475810	165	245	65	19	17	73	59	176
STnc2130		+	4475778	4475868	886	925	639	1038	461	146	722	3833
SL1344_4170	ubiC	+	4475991	4476488	48	107	152	49	88	94	57	28
SL1344_4171	ubiA	+	4476502	4477374	46	85	42	51	80	73	60	31
SL1344_4172	plsB	-	4477473	4479893	141	146	76	104	56	179	113	73
SL1344_4173	dgkA	+	4480064	4480432	68	84	75	63	67	86	73	39
SL1344_4174	lexA	+	4480541	4481149	361	690	392	250	531	331	265	135
SL1344_4175	dinF	+	4481328	4482653	43	83	36	38	40	36	27	12
SL1344_4176	yjbJ	+	4482782	4482994	171	153	202	179	1659	169	203	209
SL1344_4177	zur	-	4483093	4483608	63	79	44	40	60	66	59	58
SL1344_4178		+	4483855	4485165	12	11	8	9	22	18	18	28
SL1344_4179	yjbN	+	4485253	4486251	46	38	29	75	42	40	44	28
SL1344_4180	pspG	+	4486464	4486661	13	17	6	16	18	12	7	12
STnc880		+	4486746	4486824	1282	2947	5282	445	395	3254	1027	1098
SL1344_4181	qor	-	4486836	4487819	10	11	6	5	32	22	14	37
SL1344_4182	dnaB	+	4487884	4489299	124	106	35	70	49	153	119	43
SL1344_4183	alr-b	+	4489331	4490410	52	77	24	42	20	50	48	25
SL1344_4184	tyrB	+	4490596	4491789	26	56	14	16	24	46	39	23
SL1344_4185	aphA	+	4491976	4492689	28	40	29	22	41	91	38	43
SL1344_4186	yjbQ	+	4492818	4493234	41	33	35	26	66	73	47	64
SL1344_4187	yjbR	+	4493237	4493593	16	12	5	5	29	25	17	28
SL1344_4188		-	4493594	4493932	1	2	2	1	2	1	2	3
SL1344_4189		-	4493919	4494374	1	6	0	2	1	1	0	1
SL1344_4190	uvrA	-	4494506	4497331	48	37	25	54	35	49	43	19
SL1344_4191		+	4497296	4497412	5	12	6	8	16	18	17	21
SL1344_4192	ssb	+	4497579	4498109	152	248	166	186	204	230	155	78
SL1344_4193	siiA	+	4499150	4499782	4	5	4	4	7	2	4	3
SL1344_4194	siiB	+	4499779	4501167	4	6	5	2	8	2	4	2
SL1344_4195	siiC	+	4501157	4502476	6	7	6	4	12	5	4	2
SL1344_4196	siiD	+	4502473	4503750	7	7	5	4	8	6	6	3
SL1344_4197	siiE	+	4503767	4520446	13	10	7	7	11	15	14	12
SL1344_4198	siiF	+	4520486	4522552	18	21	24	23	18	25	27	14
SL1344_4199	yjcB	-	4522830	4523111	40	46	19	228	100	7	55	11
SL1344_4200	yjcC	+	4523674	4525275	12	18	11	9	21	15	12	4
SL1344_4201	soxS	-	4525263	4525586	40	24	37	136	654	67	56	62
SL1344_4202	soxR	+	4525673	4526131	21	22	15	22	51	32	27	19
SraL		-	4526303	4526163	22	9	27	10	390	17	54	228
SL1344_4203		+	4526424	4527092	12	7	9	7	73	20	25	28
SL1344_4204	yjcD	+	4527439	4528788	58	35	8	15	17	85	52	7
SL1344_4205	yjcE	+	4528938	4530584	24	30	15	16	36	35	38	52
SL1344_4206		-	4530679	4531566	27	21	30	17	27	30	28	29
SL1344_4207		+	4531670	4532080	23	12	18	71	4	14	15	5
SL1344_4208		+	4532073	4532762	11	6	8	25	3	9	8	3
SL1344_4209	actP	-	4532801	4534450	3	6	2	3	5	3	4	3
SL1344_4210	yjcH	-	4534447	4534761	3	5	2	3	3	2	3	2
SL1344_4211	acs	-	4535007	4536965	3	7	4	2	15	22	6	3
SL1344_4212		+	4537152	4537298	30	55	72	60	206	143	88	159
SL1344_4213	nrfA	+	4537397	4538833	2	2	2	2	6	4	2	428
SL1344_4214	nrfB	+	4538945	4539511	18	11	10	28	15	8	25	269
SL1344_4215	nrfC	+	4539508	4540179	6	7	4	10	4	4	7	314
SL1344_4216	nrfD	+	4540176	4541132	2	4	2	1	2	1	3	144
SL1344_4217	nrfE	+	4541125	4543347	3	3	3	3	3	2	4	72
SL1344_4218	nrfG	+	4543344	4543964	2	2	1	2	2	1	2	30
SL1344_4219	gltP	+	4544309	4545619	49	94	52	72	91	65	58	31
SL1344_4220	yjcO	-	4545777	4546388	31	34	19	19	38	35	31	28
SL1344_4221	SC4B5.11c	-	4546643	4548790	10	5	4	8	7	9	11	69
SL1344_4223	lpxO	-	4549145	4550053	30	46	18	80	120	81	56	16
SL1344_4224	phnO	-	4550311	4550745	13	15	6	19	43	21	17	14
SL1344_4225	phnB	-	4550897	4551340	8	12	7	9	56	9	13	9
SL1344_4226	phnA	-	4551460	4551795	61	67	38	69	196	93	57	23
SL1344_4227	proP	+	4552263	4553765	32	31	10	103	1160	55	87	58
STnc630		+	4553814	4553973	912	1472	2352	1642	3209	1476	844	512
SL1344_4228	basS	-	4553932	4555002	91	97	41	102	18	120	62	26
SL1344_4229	basR	-	4555012	4555680	72	82	40	81	41	94	44	29
SL1344_4230	yjdB	-	4555677	4557320	124	134	105	160	66	182	82	23
SL1344_4231	adiC	-	4557454	4558791	8	10	6	9	8	7	12	25
SL1344_4232	adiY	-	4558931	4559692	12	9	5	12	16	14	11	58
STnc1180		-	4559978	4559884	24	18	21	19	34	49	28	39
SL1344_4233	adi	-	4559990	4562260	4	4	3	2	3	4	5	5
STnc4110		+	4562398	4562462	27	22	25	31	121	36	41	114
SL1344_4234	melR	-	4562490	4563422	7	10	51	3	4	47	6	28
SL1344_4235	melA	+	4563691	4565046	1	1	1	1	2	2	2	6
SL1344_4236	melB	+	4565130	4566560	2	4	3	2	5	3	3	4
SL1344_4237	fumB	-	4566658	4568304	6	12	4	6	7	7	6	184
SL1344_4238	dcuB	-	4568400	4569740	3	9	3	1	4	9	4	249
SL1344_4239		-	4569887	4570153	15	55	40	6	9	89	17	757
SL1344_4240	dcuR	-	4570470	4571189	30	50	28	24	29	54	34	64
SL1344_4241	dcuS	-	4571186	4572817	20	17	21	16	14	37	18	53
SL1344_4242		+	4573173	4575602	1	2	1	1	3	1	1	160
SL1344_4243		+	4575616	4576242	2	1	1	0	4	3	3	83
SL1344_4244		+	4576235	4577008	2	2	2	1	2	3	2	104
SL1344_4245		+	4577024	4577677	6	4	5	5	9	5	7	121
SL1344_4246		-	4577761	4579161	0	1	1	1	2	1	1	1
SL1344_4247		+	4579465	4580370	4	3	2	4	8	5	3	7
STnc440		+	4580486	4580566	385	504	889	2385	2417	1198	409	1004
SL1344_4248		-	4580664	4580933	13	10	4	5	1	2	9	7
SL1344_4249		-	4580941	4581156	16	17	11	9	17	9	27	22
SL1344_4250	rtsB	-	4581179	4581466	40	29	27	12	9	18	68	39
SL1344_4251	rtsA	-	4581463	4582338	52	18	39	17	28	29	114	70
SL1344_4252		-	4582603	4582824	2	4	4	3	2	0	2	2
SL1344_4253		+	4583141	4583434	47	27	36	46	232	103	56	52
SL1344_4254		+	4583431	4583922	13	9	1	12	32	30	17	13
SL1344_4255	phoN	-	4584170	4584922	31	34	34	90	181	67	38	24
SL1344_4256		-	4584965	4585099	1	0	0	1	4	0	0	0
SL1344_4257		-	4586132	4586509	3	11	6	6	5	5	5	0
SL1344_4258		+	4586581	4586913	18	17	28	20	25	33	24	24
SL1344_4259	yjdC	-	4587352	4587927	68	67	34	31	240	129	81	50
SL1344_4260	dipZ	-	4587964	4589667	21	22	10	12	27	27	27	11
SL1344_4261	cutA	-	4589643	4589990	36	54	20	14	50	47	29	14
SL1344_4262	dcuA	-	4590111	4591295	43	40	14	16	24	69	27	353
STnc3000		+	4591419	4591506	22	90	47	58	194	4	88	8
SL1344_4263	aspA	-	4591527	4592963	309	276	140	109	189	615	256	2470
SL1344_4264	fxsA	+	4593265	4593780	179	203	50	140	781	146	259	103
SL1344_4265	yjeH	-	4593839	4595080	22	35	21	31	101	30	25	25
SL1344_4266	groES	+	4595356	4595649	5498	4004	669	1879	6561	9670	9715	982
SL1344_4267	groEL	+	4595693	4597339	1896	1716	126	601	1362	2270	2663	282
SL1344_4268	yjeI	+	4597565	4597936	216	203	269	166	405	493	302	583
SL1344_4269	yjeJ	-	4597984	4598841	24	40	28	20	55	15	33	27
SL1344_4270	yjeK	-	4599123	4600151	58	137	37	47	41	72	64	27
SL1344_4271	efp	+	4600192	4600758	1483	1123	808	1133	915	1213	1050	225
SL1344_4272	ecnA	+	4600777	4600953	154	128	45	128	78	52	126	75
SL1344_4273	ecnB	+	4601061	4601207	166	234	145	186	2162	555	645	1008
SL1344_4274	ecnR	-	4601238	4601825	150	99	108	74	27	131	146	19
SL1344_4275	sugE	+	4602082	4602399	52	192	25	37	96	37	63	53
SL1344_4276	blc	-	4602416	4602949	6	9	2	4	48	11	11	21
SL1344_4277	frdD	-	4603061	4603420	40	44	23	14	25	65	17	867
SL1344_4278	frdC	-	4603431	4603826	27	35	5	9	16	59	7	476
SL1344_4279	frdB	-	4603837	4604571	32	36	12	8	16	67	11	571
SL1344_4280	frdA	-	4604564	4606354	22	35	8	6	10	77	8	460
SL1344_4281	yjeA	+	4606677	4607654	50	73	43	68	23	56	25	17
SL1344_4282	yjeM	+	4607880	4609382	6	11	5	11	7	8	6	9
SL1344_4283	yjeO	+	4609434	4609748	52	70	179	73	88	67	78	164
SL1344_4284	yjeP	-	4609815	4613117	29	45	24	26	30	28	35	21
SL1344_4285	psd	-	4613160	4614128	38	67	19	36	54	50	43	28
SL1344_4286	yjeQ	-	4614220	4615296	60	97	45	76	118	91	89	68
SL1344_4287	orn	+	4615379	4615924	70	96	45	51	70	110	73	86
SL1344_4288		-	4615986	4616726	21	26	33	17	30	26	42	42
SL1344_4288A	yjeV	+	4617775	4617828	15	753	15	33	44	4	7	3
SL1344_4289	yjeS	-	4617811	4618950	33	47	23	25	73	34	30	23
SL1344_4290	yjeF	+	4618949	4620496	26	28	19	15	24	40	32	31
SL1344_4291	yjeE	+	4620468	4620929	41	42	27	24	33	69	56	29
SL1344_4292	amiB	+	4620946	4622265	61	55	45	44	45	83	74	61
SL1344_4293	mutL	+	4622275	4624131	58	50	48	33	52	68	63	40
SL1344_4294	miaA	+	4624124	4625074	491	381	166	305	890	496	748	318
SL1344_4295	hfq	+	4625157	4625465	1538	1426	1204	1104	1904	2156	2679	1054
SL1344_4296	hflX	+	4625537	4626817	440	373	243	263	371	393	572	252
SL1344_4297	hflK	+	4627032	4628291	215	241	37	144	133	306	308	90
SL1344_4298	hflC	+	4628294	4629298	272	194	52	157	137	402	344	115
SL1344_4299	purA	+	4629677	4630975	405	275	166	307	173	376	389	203
SL1344_4300	nsrR	+	4631182	4631607	93	705	68	66	174	167	101	141
SL1344_4301	rnr	+	4631645	4634083	67	118	20	42	59	97	80	82
SL1344_4302	yjfH	+	4634174	4634905	69	111	64	62	59	81	95	107
SL1344_4303	yjfI	+	4635037	4635441	3	3	2	2	7	7	3	7
SL1344_4304	yjfJ	+	4635456	4636154	3	2	3	0	2	2	2	4
SL1344_4305		+	4636154	4637224	2	3	2	1	1	2	2	2
SL1344_4306	yjfK	+	4637197	4637880	2	2	2	1	3	4	3	3
SL1344_4307	yjfL	+	4637898	4638296	3	3	2	4	8	10	9	10
SL1344_4308	yjfM	+	4638306	4638944	4	7	2	3	2	5	4	5
SL1344_4309	yjfC	+	4638947	4640110	6	6	3	2	5	7	5	10
SL1344_4310	aidB	+	4640195	4641817	4	4	2	2	3	9	4	19
SL1344_4311	yjfN	-	4641862	4642182	16	39	31	10	21	163	22	250
SL1344_4312	yjfO	-	4642268	4642570	39	127	2816	19	100	715	31	1000
SL1344_4313	yjfP	+	4642781	4643530	14	21	14	7	25	30	26	34
SL1344_4314	yjfQ	-	4643527	4644282	28	27	13	21	41	47	36	33
SL1344_4315	yjfR	-	4644387	4645451	3	5	2	3	5	3	3	2
SL1344_4316	sgaT	+	4645814	4647211	2	4	2	1	2	2	2	4
SL1344_4317	sgaB	+	4647227	4647532	3	2	2	2	1	4	3	5
SL1344_4318	ptxA	+	4647542	4648006	2	2	1	1	3	3	5	6
SL1344_4319	sgaH	+	4648020	4648670	4	2	2	3	3	7	6	10
SL1344_4320	sgaU	+	4648680	4649534	4	3	2	3	4	7	6	7
SL1344_4321	sgaE	+	4649534	4650220	8	4	6	5	7	14	9	15
SL1344_4322	yjfY	-	4650349	4650624	11	15	6	12	22	12	13	12
STnc4120		-	4650411	4650288	89	89	96	104	150	162	114	184
SL1344_4323		+	4650818	4651024	1877	2431	1685	2526	3071	1204	792	418
SL1344_4324	rpsF	+	4651095	4651490	1195	738	177	1359	330	1286	668	85
SL1344_4325	priB	+	4651497	4651811	2266	906	138	2150	497	1907	1269	146
SL1344_4326	rpsR	+	4651816	4652043	1529	994	233	1389	563	1469	782	86
SL1344_4327	rplI	+	4652085	4652534	1704	882	283	1709	515	1357	964	133
SL1344_4328	yifZ	+	4652682	4653608	9	17	11	7	9	7	7	9
SL1344_4329	ytfB	-	4653658	4654293	45	33	30	28	82	61	56	75
SL1344_4330	fklB	+	4654471	4655133	128	150	52	74	100	204	132	32
SL1344_4331	cycA	+	4655429	4656838	28	70	28	29	45	55	34	16
SL1344_4332	ytfE	-	4656950	4657612	6	13	11	7	11	7	13	11
SL1344_4333	ytfF	-	4657715	4658680	6	23	10	12	59	13	11	6
SL1344_4334	ytfG	-	4658761	4659609	2	2	1	1	6	3	2	3
SL1344_4335	ytfH	+	4659697	4660083	17	17	23	20	92	26	22	24
SL1344_4336	cpdB	-	4660141	4662084	15	27	10	3	9	35	13	53
SL1344_4337	cysQ	+	4662352	4663092	40	55	56	30	161	68	67	80
SL1344_4338	ytfJ	-	4663082	4663639	15	18	14	8	11	38	15	28
SL1344_4339	ytfK	+	4663966	4664172	972	823	1041	1633	6191	3224	2355	1597
SL1344_4340	ytfL	-	4664257	4665600	66	111	91	69	76	70	62	45
SL1344_4341	msrA	-	4665783	4666421	24	31	7	18	161	27	47	15
SL1344_4342	ytfM	+	4666634	4668367	51	48	15	44	71	62	50	37
SL1344_4343	ytfN	+	4668364	4672143	61	69	36	55	78	69	70	58
SL1344_4344	ytfP	+	4672146	4672490	228	179	193	222	307	187	290	271
SL1344_4345		-	4672544	4673752	5	7	2	5	6	4	6	5
SL1344_4346		-	4673749	4674912	3	5	1	5	10	2	6	7
SL1344_4347	ppa	-	4675323	4675853	1989	1881	1188	1476	964	1916	1852	526
SL1344_4348	fbp	-	4676080	4677078	289	149	56	38	127	449	282	69
SL1344_4349	mpl	+	4677253	4678632	65	82	30	49	32	88	62	53
SL1344_4350	iolR	+	4679123	4679956	52	48	33	72	85	54	40	15
SL1344_4351	iolT1	-	4680007	4681377	9	15	7	8	10	9	8	12
SL1344_4352	iolT2	+	4681899	4683335	8	6	4	4	7	8	9	8
STnc1740		-	4683513	4683334	115	126	233	135	102	216	149	212
SL1344_4353	iolB	-	4683688	4684497	7	6	6	4	7	18	9	19
STnc2160		-	4683700	4683637	45	62	56	28	91	55	28	542
SL1344_4354	iolA	-	4684522	4686027	4	4	3	3	5	7	5	11
SL1344_4354A		-	4686043	4686345	2	1	1	0	1	4	0	1
SL1344_4355		+	4686467	4687291	2	2	4	1	2	9	3	9
SL1344_4356	iolE	+	4687566	4688471	1	1	0	1	2	1	1	1
SL1344_4357	iolG1	+	4688490	4689500	5	7	4	4	9	3	4	5
SL1344_4358	srfJ	+	4689597	4690940	3	3	4	2	3	4	6	4
SL1344_4359	iolI1	+	4690941	4691774	11	6	3	5	10	12	12	14
SL1344_4360		-	4691771	4692937	1	1	0	1	3	1	1	2
SL1344_4361	iolC	-	4692998	4694935	3	3	1	1	5	3	3	3
SL1344_4362	iolD	+	4695343	4697292	1	2	2	1	2	2	2	4
SL1344_4363	iolG2	+	4697473	4698495	6	7	6	5	13	6	8	9
SL1344_4364		+	4698568	4699794	2	3	3	2	5	4	3	3
SL1344_4365	iolI2	+	4699955	4700770	1	1	0	1	7	2	2	2
SL1344_4366	iolH	+	4700823	4701707	3	5	4	3	8	4	4	6
SL1344_4367	yjgA	-	4701763	4702314	159	128	72	155	60	164	118	42
SL1344_4368	pmbA	+	4702410	4703762	56	88	49	45	46	67	55	62
SL1344_4369	cybC	+	4703861	4704247	404	322	317	358	539	331	103	225
SL1344_4369A		+	4704251	4704396	25	63	31	28	27	19	20	35
SL1344_4370		+	4704525	4704863	4	13	21	2	3	48	4	12
SL1344_4371		+	4704874	4705236	1	6	8	2	1	16	2	14
SL1344_4372		+	4705236	4705538	2	1	5	0	1	14	2	5
SL1344_4373		+	4705561	4706337	3	6	6	1	2	8	2	6
SL1344_4374		+	4706349	4706993	4	5	5	2	3	8	4	10
SL1344_4375		+	4707052	4708185	4	3	5	3	2	5	4	3
SL1344_4376		+	4708169	4709287	4	4	3	2	3	7	4	6
SL1344_4377		+	4709284	4710024	7	9	4	4	5	9	8	7
SL1344_4378		+	4710041	4711954	15	8	5	6	8	20	15	15
SL1344_4379	relB	+	4712032	4712274	56	49	58	44	207	120	54	53
SL1344_4380	relE	+	4712264	4712548	33	22	8	20	68	40	41	26
SL1344_4381	nrdG	-	4712552	4713016	2	2	0	3	1	1	1	49
SL1344_4382	nrdD	-	4713137	4715275	4	4	2	1	5	6	5	270
SL1344_4383		+	4715480	4715650	0	4	3	1	10	2	3	84
SL1344_4384	treC	-	4715684	4717336	3	5	2	1	3	3	3	5
SL1344_4385	treB	-	4717386	4718803	6	10	10	2	9	21	3	14
SL1344_4386	treR	-	4718941	4719888	9	13	4	6	14	8	10	10
SL1344_4387	mgtA	+	4720272	4722980	6	11	7	33	20	10	8	9
SL1344_4388		-	4723096	4723542	64	46	26	24	25	77	46	53
SL1344_4389	yjgF	-	4723617	4724003	407	403	169	203	159	747	408	462
SL1344_4390	pyrI	-	4724080	4724541	36	14	2	7	11	85	30	17
SL1344_4391	pyrB	-	4724554	4725489	26	11	2	4	4	56	19	6
SL1344_4392	pyrL	-	4725525	4725626	751	297	124	554	222	347	512	104
SL1344_4393		-	4725716	4726204	6	6	8	2	5	12	4	48
SL1344_4394		-	4726391	4727794	3	4	3	5	3	3	4	31
SL1344_4395		-	4727850	4728854	0	1	0	0	0	0	0	45
SL1344_4396		-	4728966	4729898	0	0	0	0	0	0	0	48
SL1344_4397		-	4729909	4731129	0	0	0	0	1	0	0	53
SL1344_4398	yjgK	+	4731805	4732257	15	11	7	10	15	22	23	113
SL1344_4399	argI	-	4732331	4733335	3	7	3	4	5	4	7	10
