locus_tag	common gene name	strand	start	end	InSPI2 (biological replicate 1)	InSPI2 (biological replicate 2)	InSPI2 average (biological replicate 1 and 2)	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_3727	cigR	-	3982063	3982542	80	73	76	478	47	100
SL1344_3727A	mgtR	-	3982743	3982835	18	14	16	1558	4	6
SL1344_3728	mgtB	-	3982857	3985583	11	10	10	759	3	5
AmgR		+	3985660	3986859	6	5	5	15	5	9
SL1344_3729	mgtC	-	3985803	3986498	35	32	33	1019	15	11
SL1344_3730	yicL	+	3987007	3987909	47	42	44	58	11	16
SL1344_3731		-	3987952	3988893	8	9	9	11	5	10
SL1344_3732		-	3989129	3989872	5	3	4	5	2	2
SL1344_3733		-	3989859	3990968	3	2	3	4	1	2
SL1344_3734		-	3990972	3991829	2	2	2	3	1	1
SL1344_3735		-	3991829	3992578	3	3	3	7	2	2
SL1344_3736		-	3992724	3993209	1	1	1	0	0	1
SL1344_3737		-	3993220	3993645	1	1	1	0	0	0
SL1344_3738		-	3993864	3996662	20	17	18	17	5	13
STnc4040		-	3993945	3993822	73	88	81	126	23	137
SL1344_3739		+	3996859	3997152	29	21	25	44	8	17
SL1344_3740		+	3997258	3998640	7	7	7	11	3	6
SL1344_3741	nepI	-	3998700	3999892	8	8	8	7	2	11
SL1344_3743		+	4000108	4000467	21	16	18	23	81	28
SL1344_3744		+	4000451	4000774	17	13	15	19	39	38
SL1344_3745		-	4000865	4001134	21	11	16	31	15	20
SL1344_3746		-	4001144	4002004	1	1	1	2	2	3
SL1344_3747		-	4002067	4003551	4	4	4	5	4	5
SL1344_3748		-	4003544	4004902	4	4	4	3	2	3
SL1344_3749		-	4004978	4005265	9	9	9	8	4	13
SL1344_3750		-	4005262	4005735	10	6	8	7	3	11
SL1344_3751		-	4005753	4006496	9	11	10	7	18	11
SL1344_3752	yicN	-	4006849	4007301	25	23	24	15	2	10
SL1344_3753	uhpT	-	4007493	4008884	3	3	3	3	1	4
SL1344_3754	uhpC	-	4009027	4010355	7	10	8	4	1	2
SL1344_3755	uhpB	-	4010365	4011867	13	13	13	4	1	2
SL1344_3756	uhpA	-	4011867	4012457	20	19	20	13	1	3
SL1344_3757		-	4012532	4013545	8	6	7	4	2	6
SL1344_3758		-	4013557	4014873	1	2	1	2	1	4
SL1344_3759		-	4014904	4015824	2	2	2	1	4	3
SL1344_3760		+	4016149	4016934	5	6	5	5	4	5
SL1344_3761	ilvN	-	4016936	4017226	27	25	26	10	115	300
SL1344_3762	ilvB	-	4017230	4018918	16	14	15	5	38	113
SL1344_3763	ivbL	-	4019025	4019123	2871	2705	2788	1117	3776	1857
IstR-1,2		-	4019460	4019329	193	255	132	194	552	950
SL1344_3765		+	4020012	4020800	1	1	1	1	1	2
SL1344_3766	emrD	+	4021003	4022187	2	2	2	3	1	2
SL1344_3767		-	4022114	4023199	26	22	24	37	12	29
SL1344_3768	dsdC	-	4023263	4024186	9	9	9	11	4	8
SL1344_3769	dsdX	+	4024412	4025749	2	3	2	3	1	1
SL1344_3770	dsdA	+	4025767	4027089	7	7	7	9	6	6
SL1344_3771	yidF	-	4027171	4027701	50	48	49	63	13	32
SL1344_3772	yidG	-	4027698	4028060	40	45	42	42	4	20
SL1344_3773	yidH	-	4028050	4028397	78	77	77	93	24	33
SL1344_3774	yidE	-	4028841	4030502	8	6	7	9	5	7
SL1344_3775	hslS	-	4030692	4031126	77	67	72	46	55	355
STnc2110		-	4030702	4030646	70	84	77	64	100	936
SL1344_3776	hslT	-	4031230	4031649	93	81	87	65	189	284
SL1344_3777	yidQ	+	4031950	4032285	41	41	41	77	23	31
SL1344_3778	yidR	-	4032287	4033513	13	13	13	14	5	12
SL1344_3779	ccmH1	-	4033635	4034678	1	1	1	1	0	1
SL1344_3780	ccmG1	-	4034675	4035232	0	0	0	0	0	0
SL1344_3781	ccmF1	-	4035229	4037160	0	0	0	0	0	0
SL1344_3782	ccmE1	-	4037157	4037636	0	0	0	0	0	0
SL1344_3782A	ccmD1	-	4037633	4037845	0	0	0	0	0	0
SL1344_3783	ccmC1	-	4037842	4038579	0	0	0	0	0	0
SL1344_3784	ccmB1	-	4038631	4039287	0	0	0	0	0	0
SL1344_3785	ccmA1	-	4039287	4039913	0	0	0	0	0	0
SL1344_3786	yhjA	-	4039910	4041310	2	2	2	1	2	3
SL1344_3787	torD	-	4041500	4042132	2	2	2	2	1	3
SL1344_3788	torA	-	4042125	4044677	2	1	2	1	1	2
SL1344_3789	torC	-	4044667	4045851	1	1	1	1	1	1
SL1344_3790	torR	+	4045981	4046673	33	25	29	26	33	25
SL1344_3791	torT	-	4046646	4047686	5	5	5	4	1	8
SL1344_3792	torS	+	4047766	4050501	7	5	6	6	2	7
SL1344_3793	dgoT	-	4050527	4051864	2	1	2	2	1	3
SL1344_3794	dgoD	-	4051949	4053097	4	1	2	2	2	1
SL1344_3795	dgoA	-	4053094	4053711	3	2	2	1	1	1
SL1344_3796	dgoK	-	4053695	4054573	5	4	5	3	4	3
SL1344_3797	dgoR	-	4054570	4055259	12	10	11	7	8	6
SL1344_3798	yidA	-	4055520	4056365	40	36	38	39	13	22
SL1344_3799		+	4056671	4057933	2	2	2	1	2	4
SL1344_3800		+	4057947	4059140	4	2	3	2	2	5
SL1344_3801		+	4059255	4060151	3	2	2	2	5	2
SL1344_3802	gyrB	-	4060170	4062584	74	68	71	39	16	29
SL1344_3803	recF	-	4062613	4063686	40	34	37	28	4	28
SL1344_3804	dnaN	-	4063834	4064934	67	64	65	51	5	30
SL1344_3805	dnaA	-	4064939	4066339	78	77	77	69	8	48
SL1344_3806	rpmH	+	4067000	4067140	2817	4476	3646	912	427	567
RNaseP		+	4067156	4067515	179	203	191	32	19	31
SL1344_3807	rnpA	+	4067157	4067516	0	0	0	0	0	0
SL1344_3808		+	4067480	4067737	76	67	72	13	3	10
SL1344_3809	yidC	+	4067740	4069386	92	93	93	16	12	12
STnc4250		+	4069297	4069429	275	279	277	78	152	87
SL1344_3810	thdF	+	4069516	4070892	12	13	12	9	1	4
STnc3170		-	4071038	4070923	118	54	86	418	188	49
SL1344_3811	intA	+	4071148	4072365	6	6	6	12	2	4
STnc400		+	4072457	4072530	30228	46424	38326	26143	102290	129575
SL1344_3812		+	4072690	4073652	39	37	38	19	2	66
SL1344_3813		+	4073652	4074587	31	26	29	13	1	39
SL1344_3814	yidY	+	4075389	4076576	3	2	3	3	2	3
SL1344_3815	yidZ	+	4076545	4077504	9	8	8	9	3	8
SL1344_3816	yieE	+	4077662	4078417	22	26	24	34	26	31
SL1344_3817	yieF	+	4078417	4079001	67	69	68	73	32	74
SL1344_3818	yieG	-	4079046	4080383	67	61	64	38	19	13
SL1344_3819	yieH	+	4080552	4081217	85	79	82	31	26	33
STnc1860		-	4081303	4081219	986	688	837	734	490	378
SL1344_3820	phoU	-	4081312	4082037	57	53	55	134	8	15
SL1344_3821	pstB	-	4082052	4082825	61	52	56	170	6	25
SL1344_3822	pstA	-	4082912	4083802	36	37	36	141	3	32
SL1344_3823	pstC	-	4083802	4084761	41	45	43	147	8	46
SL1344_3824	pstS	-	4084897	4085937	87	79	83	322	14	105
SL1344_3825		-	4086104	4087477	6	6	6	7	4	6
SL1344_3826		-	4087526	4088344	1	1	1	1	0	1
SL1344_3827		+	4088439	4090196	7	8	7	7	5	6
SL1344_3828	glmS	-	4090347	4092176	103	101	102	44	32	84
SL1344_3829	glmU	-	4092365	4093735	149	184	166	95	46	179
SL1344_3830		-	4094055	4094753	12	13	13	16	9	19
SL1344_3831	atpC	-	4094983	4095402	617	493	555	178	154	78
SL1344_3832	atpD	-	4095423	4096805	307	270	289	121	51	41
SL1344_3833	atpG	-	4096832	4097695	319	284	301	106	42	35
SL1344_3834	atpA	-	4097746	4099287	317	283	300	128	49	45
SL1344_3835	atpH	-	4099300	4099833	368	307	338	129	32	54
SL1344_3836	atpF	-	4099848	4100318	651	645	648	234	72	100
SL1344_3837	atpE	-	4100378	4100617	825	932	879	356	84	128
SL1344_3838	atpB	-	4100664	4101479	322	354	338	152	37	82
SL1344_3839	atpI	-	4101488	4101868	239	255	247	211	33	90
SL1344_3840	gidB	-	4102484	4103113	30	32	31	18	2	16
SL1344_3841	gidA	-	4103210	4105099	46	48	47	24	5	18
SL1344_3842	mioC	-	4105478	4105921	211	240	225	138	19	146
SL1344_3843	asnCb	-	4106011	4106469	22	20	21	25	28	47
SL1344_3844	asnA	+	4106620	4107612	210	155	182	83	37	921
SL1344_3845	yieM	-	4107617	4109017	18	19	19	27	1	14
SL1344_3846	yieN	-	4109062	4110558	32	33	32	57	20	42
SL1344_3847	kup	+	4110906	4112774	18	17	17	19	6	23
SL1344_3848	rbsD	+	4112971	4113390	13	15	14	13	23	17
SL1344_3849	rbsA	+	4113398	4114903	4	3	3	3	3	4
SL1344_3850	rbsC	+	4114909	4115874	9	9	9	7	2	6
SL1344_3851	rbsB	+	4115899	4116789	65	54	60	54	56	52
SL1344_3852	rbsK	+	4116923	4117852	19	14	17	11	2	11
SL1344_3853	rbsR	+	4117856	4118854	18	11	15	14	3	14
SL1344_3854	yieO	-	4118820	4120243	9	9	9	18	5	15
SL1344_3857	yieP	-	4120255	4120959	11	12	11	14	14	18
SL1344_3858	yifA	-	4127091	4127939	30	28	29	46	43	85
SL1344_3859	yifE	+	4128046	4128384	903	940	921	1125	133	441
SL1344_3860	comM	-	4128409	4129929	4	2	3	2	1	3
SL1344_3860A	ilvX	+	4130466	4130516	402	247	324	89	139	1855
SL1344_3861	ilvG	+	4130519	4132165	76	61	69	15	39	222
SL1344_3862	ilvM	+	4132165	4132425	260	216	238	49	80	438
SL1344_3863	ilvE	+	4132443	4133372	178	136	157	35	64	238
SL1344_3864	ilvD	+	4133533	4135383	103	86	95	21	36	205
SL1344_3865	ilvA	+	4135386	4136930	158	154	156	49	82	299
SL1344_3866		+	4137214	4137531	26	27	27	27	32	62
SL1344_3867		+	4137528	4137869	38	37	37	34	28	64
SL1344_3868	ilvY	-	4137872	4138759	11	9	10	11	10	7
SL1344_3869	ilvC	+	4138923	4140398	371	326	349	68	763	1422
SL1344_3870	ppiC	-	4140490	4140771	201	189	195	195	35	44
SL1344_3870A		+	4140776	4141081	12	11	11	12	18	24
SL1344_3871		+	4141099	4141209	23	19	21	12	17	19
SL1344_3872	rep	+	4141309	4143333	16	15	15	12	5	6
SL1344_3873	gppA	-	4143373	4144854	48	43	45	26	4	26
SL1344_3874	rhlB	-	4144973	4146238	100	93	97	69	16	88
SL1344_3875	trxA	+	4146382	4146711	802	801	801	543	285	500
SL1344_3876	rho	+	4147130	4148389	260	219	239	185	133	213
SL1344_3877	rfe	+	4148619	4149722	62	66	64	63	32	90
SL1344_3878	wzzE	+	4149734	4150780	137	119	128	200	39	121
SL1344_3879	rffE	+	4150836	4151966	76	64	70	73	11	51
SL1344_3880	rffD	+	4151963	4153225	81	66	74	54	10	29
SL1344_3881	rffG	+	4153240	4154292	49	41	45	33	4	16
SL1344_3882	rffH	+	4154325	4154549	46	55	51	42	3	20
SL1344_3883	rffC	+	4154656	4155204	39	30	35	30	3	11
SL1344_3884	rffA	+	4155209	4156339	51	46	49	46	5	19
SL1344_3885	wzxE	+	4156341	4157591	28	29	29	22	3	7
SL1344_3886		+	4157588	4158667	27	26	26	19	3	5
SL1344_3887	rffT	+	4158664	4160022	27	27	27	23	9	14
SL1344_3888	rffM	+	4160019	4160759	34	30	32	39	8	15
SL1344_3889	yifK	+	4160966	4162351	42	44	43	51	16	31
GlmZ		+	4163193	4163400	7776	6805	7290	10725	2852	2459
SL1344_3890	hemY	-	4163468	4164607	41	36	39	40	6	43
SL1344_3891	hemX	-	4164667	4165836	55	49	52	57	21	64
SL1344_3892	hemD	-	4165858	4166598	48	46	47	52	16	54
SL1344_3893	hemC	-	4166595	4167551	64	64	64	59	68	88
SL1344_3894	cyaA	+	4167913	4170459	116	94	105	125	29	142
SL1344_3895		+	4170567	4170920	32	24	28	29	7	24
SL1344_3896		+	4171106	4171648	3	2	2	3	3	6
SL1344_3897		+	4171660	4172022	1	3	2	6	4	6
SL1344_3898	cyaY	-	4172093	4172413	86	76	81	49	35	36
SL1344_3899		-	4172483	4172872	2	3	2	8	3	10
SL1344_3899A		-	4172860	4173382	1	2	1	1	1	1
SL1344_3900	yifL	+	4173568	4173771	84	68	76	56	105	101
SL1344_3901	dapF	+	4173805	4174632	70	58	64	47	23	50
SL1344_3902	yigA	+	4174629	4175336	37	38	37	24	4	22
SL1344_3903	xerC	+	4175333	4176235	35	33	34	19	1	29
SL1344_3904	yigB	+	4176235	4176951	25	30	27	15	4	18
SL1344_3905	uvrD	+	4177087	4179249	28	23	25	25	29	35
SL1344_3906	corA	+	4179721	4180671	35	31	33	121	8	20
SL1344_3907	yigF	-	4180720	4181100	7	5	6	9	12	11
SL1344_3908	yigG	-	4181116	4181574	5	2	4	7	1	8
SL1344_3909	rarD	-	4181609	4182493	17	20	18	20	68	43
SL1344_3910	yigI	-	4182537	4183022	16	15	15	11	23	40
SL1344_3911	pldA	+	4183292	4184038	38	40	39	58	50	53
SL1344_3912	recQ	+	4184104	4185951	37	32	34	27	7	18
SL1344_3913	rhtC	+	4186015	4186635	34	31	32	34	15	49
SL1344_3914	rhtB	-	4186675	4187295	20	17	19	10	7	14
SL1344_3915	pldB	+	4187406	4188422	45	48	47	60	18	35
SL1344_3916	yigL	+	4188438	4189238	35	31	33	37	7	29
SL1344_3917	yigM	+	4189319	4190218	34	37	36	28	9	32
SL1344_3918	metR	-	4190106	4191059	97	56	76	15	537	26
SL1344_3919	metE	+	4191308	4193572	393	369	381	15	410	28
SL1344_3920		+	4193916	4195259	6	6	6	4	3	4
SL1344_3921	dlhH	-	4195339	4196151	44	40	42	80	10	31
SL1344_3922	udp	+	4196410	4197171	55	50	52	123	13	46
SL1344_3923	yigN	+	4197311	4198741	13	12	13	10	19	16
SL1344_3924	ubiE	+	4198837	4199592	158	146	152	161	59	86
SL1344_3925	yigP	+	4199602	4200207	84	70	77	68	14	41
SL1344_3926	aarF	+	4200204	4201844	90	81	85	81	23	44
SL1344_3927	tatA	+	4202050	4202304	594	568	581	499	137	363
SL1344_3928	tatB	+	4202308	4202856	168	149	158	130	40	98
SL1344_3929	tatC	+	4202859	4203638	128	127	128	104	12	57
SL1344_3930	tatD	+	4203668	4204462	10	9	9	6	1	2
SL1344_3931	rfaH	-	4204470	4204958	82	78	80	87	18	58
SL1344_3932	yigC	+	4205144	4206622	97	92	95	86	30	85
SL1344_3933	fre	+	4206708	4207409	115	120	118	107	31	95
SL1344_3934		+	4207663	4209486	16	17	17	14	8	12
STnc790		-	4209681	4209486	37	34	35	29	94	81
SL1344_3935	fadA	-	4209683	4210846	3	4	3	3	4	4
SL1344_3936	fadB	-	4210856	4213045	3	3	3	2	6	4
SL1344_3937	pepQ	+	4213235	4214566	57	48	52	45	15	41
SL1344_3938	yigZ	+	4214566	4215180	46	45	45	47	16	52
SL1344_3939	trkH	+	4215219	4216670	33	34	34	41	8	39
SL1344_3940	hemG	+	4216682	4217227	50	44	47	41	6	31
SL1344_3941	mobB	-	4223123	4223638	16	18	17	30	11	38
SL1344_3942	mobA	-	4223635	4224219	21	22	22	33	38	47
SL1344_3943	yihD	+	4224289	4224558	109	96	102	97	148	100
SL1344_3944	rodA	+	4224635	4225621	82	81	81	56	37	65
SL1344_3945	dsbA	+	4225638	4226261	137	128	132	100	44	60
SL1344_3946	yihG	-	4226274	4227182	21	20	20	13	11	26
SL1344_3947	polA	+	4227570	4230356	26	23	24	23	19	24
Spf		+	4230505	4230614	17547	21836	19691	17137	26002	27491
SL1344_3948	engB	-	4230691	4231290	42	38	40	49	24	33
CsrC		+	4231596	4231839	2541	1830	2186	2740	2974	3521
SL1344_3950	yihI	+	4231906	4232421	107	85	96	135	22	58
SL1344_3951	hemN	+	4232610	4233983	28	30	29	29	4	22
SL1344_3951A	yshB	-	4234073	4234183	643	449	546	740	629	358
SL1344_3952	glnG	-	4234296	4235705	40	37	38	5	7	17
SL1344_3953	glnL	-	4235714	4236763	55	51	53	6	23	22
STnc800		-	4237036	4236852	2927	2658	2792	215	3928	2867
SL1344_3954	glnA	-	4237038	4238447	428	397	412	23	273	71
SL1344_3955	typA	+	4238823	4240646	210	190	200	79	23	37
SL1344_3956		-	4240701	4241435	13	10	11	18	13	18
SL1344_3957		-	4241420	4242298	4	3	3	4	2	4
SL1344_3958		-	4242295	4243536	1	1	1	2	2	4
SL1344_3959		-	4243538	4244401	4	5	4	13	5	17
SL1344_3960		-	4244406	4245431	3	2	2	2	2	7
SL1344_3961		-	4245444	4246292	2	3	3	3	2	4
SL1344_3962	ompL	-	4246449	4247141	1	1	1	1	1	1
SL1344_3963	yihO	-	4247209	4248630	8	11	9	9	4	9
SL1344_3964	yihP	-	4248676	4250058	4	4	4	4	6	7
STnc3120		+	4249943	4250101	47	40	43	121	125	175
SL1344_3965	yihQ	-	4250104	4252140	3	3	3	4	4	4
SL1344_3966	yihR	-	4252184	4253035	1	1	1	1	1	1
SL1344_3967	yihS	-	4253045	4254286	0	1	1	1	1	1
SL1344_3968	yihT	-	4254302	4255180	1	1	1	1	1	1
SL1344_3969	yihU	-	4255203	4256099	0	0	0	0	0	1
SL1344_3970	yihV	+	4256258	4257160	4	3	3	4	2	4
SL1344_3971	yihW	+	4257194	4257997	29	27	28	38	39	39
SL1344_3972	yihX	+	4258188	4258787	138	124	131	89	25	32
SL1344_3973	rbn	+	4258781	4259653	86	78	82	62	27	40
SL1344_3974	yihZ	+	4259650	4260087	88	96	92	84	24	51
SL1344_3975	yiiD	+	4260084	4261073	77	67	72	56	6	28
SL1344_3976		-	4261088	4261516	41	32	37	40	54	58
SL1344_3977		-	4261531	4261842	85	51	68	90	97	133
SL1344_3978		-	4261928	4262857	5	7	6	4	58	19
SL1344_3979		+	4263075	4263386	64	45	55	75	25	83
SL1344_3980		+	4263387	4263677	25	23	24	24	7	28
SL1344_3981	fdhE	-	4263724	4264653	44	36	40	28	19	37
SL1344_3982	fdoI	-	4264650	4265285	40	34	37	46	49	46
SL1344_3983	fdoH	-	4265282	4266184	21	18	19	17	6	26
SL1344_3984	fdoG	-	4266197	4269247	30	27	29	22	16	26
SL1344_3986	fdhD	+	4269442	4270278	26	21	24	24	6	17
SL1344_3987		-	4270546	4271523	9	6	8	11	10	19
SL1344_3988	yiiG	+	4271802	4272860	2	1	2	2	2	4
SL1344_3989		-	4273215	4273538	35	38	37	9	19	24
SL1344_3990		-	4273538	4274197	55	55	55	16	69	45
SL1344_3991		+	4274280	4274846	62	53	57	53	90	73
SL1344_3992	yiiL	-	4274935	4275249	11	10	11	13	4	8
SL1344_3993		-	4275246	4276394	2	1	1	2	3	2
SL1344_3994	rhaD	-	4276521	4277348	2	1	2	3	2	2
SL1344_3995	rhaA	-	4277491	4278750	1	0	0	1	0	0
SL1344_3996	rhaB	-	4278747	4280216	1	0	1	1	0	1
SL1344_3997	rhaS	+	4280504	4281340	12	10	11	8	3	4
SL1344_3998	rhaR	+	4281493	4282341	4	3	3	7	1	3
SL1344_3999	rhaT	-	4282338	4283372	3	4	3	2	1	3
SL1344_4000		+	4283991	4284674	4	3	4	3	3	5
SL1344_4001		-	4284832	4286139	4	5	4	5	1	4
SL1344_4002		-	4286132	4286647	1	1	1	3	1	2
SL1344_4003		-	4286666	4287649	1	1	1	2	1	2
SL1344_4004	sodA	+	4287978	4288598	276	258	267	140	93	119
SL1344_4005	yiiM	+	4288668	4289357	28	22	25	18	4	9
SL1344_4006		+	4289369	4289764	40	38	39	22	11	24
SL1344_4007	cpxA	-	4289815	4291188	33	32	32	23	6	18
SL1344_4008	cpxR	-	4291185	4291883	52	46	49	41	11	20
SL1344_4009	cpxP	+	4292034	4292534	4	4	4	12	8	9
STnc870		+	4292541	4292598	38	45	42	45	64	60
SL1344_4010	fieF	+	4292682	4293584	98	101	99	140	60	74
SL1344_4011	pfkA	+	4293769	4294731	150	130	140	146	40	59
SL1344_4012	sbp	+	4294935	4295924	26	28	27	17	286	20
SL1344_4013	cdh-a	+	4296025	4296780	284	319	301	160	36	26
SL1344_4014		+	4297043	4298377	4	7	6	5	1	3
SL1344_4015		+	4298388	4299347	5	5	5	3	1	1
SL1344_4016		+	4299357	4300397	46	60	53	64	22	62
SL1344_4017		+	4300460	4301182	34	36	35	31	13	33
SL1344_4018		+	4301280	4301444	14	17	16	13	1	8
SL1344_4019	cdh-b	+	4301460	4301591	8	9	8	6	7	4
SL1344_4020		-	4301681	4301947	68	42	55	82	13	9
SL1344_4021	ydeV	-	4302045	4303637	58	52	55	69	15	12
SL1344_4022	ydeW	-	4303725	4304684	13	11	12	8	7	6
SL1344_4023	ego	+	4304940	4306475	3	2	2	2	1	1
SL1344_4024	ydeY	+	4306469	4307512	4	4	4	3	2	2
SL1344_4025	ydeZ	+	4307509	4308510	4	4	4	4	2	4
SL1344_4026	yneA	+	4308539	4309561	9	6	8	5	1	2
SL1344_4027	yneB	+	4309590	4310465	31	30	30	27	7	7
SL1344_4028	yneC	+	4310545	4310838	64	46	55	44	9	18
SL1344_4029		+	4310848	4311612	54	42	48	46	21	22
SL1344_4030	tpiA	-	4311704	4312471	475	409	442	401	80	113
SL1344_4031	yiiQ	-	4312584	4313180	66	54	60	49	19	51
SL1344_4032	yiiR	+	4313281	4313709	28	33	30	41	72	34
SL1344_4033	fpr	-	4313816	4314562	35	25	30	50	29	52
SL1344_4034	glpX	-	4314659	4315669	14	15	15	8	3	4
SL1344_4035	glpK	-	4315781	4317289	5	4	5	5	6	8
SL1344_4036	glpF	-	4317310	4318155	5	4	4	6	6	5
SL1344_4037	yiiU	+	4318554	4318793	401	554	478	366	613	398
SL1344_4038	menG	-	4319015	4319500	190	188	189	204	157	146
SL1344_4039	menA	-	4319593	4320522	28	27	28	22	4	7
SL1344_4040	hslU	-	4320589	4321920	237	191	214	178	92	76
SL1344_4041	hslV	-	4321930	4322460	108	96	102	55	12	60
SL1344_4042	ftsN	-	4322552	4323526	66	67	67	54	10	70
SL1344_4043	cytR	-	4323620	4324645	23	21	22	16	11	23
SL1344_4044	priA	-	4324800	4326998	21	21	21	30	5	17
SL1344_4045	rpmE	+	4327202	4327414	788	629	708	124	124	227
SL1344_4046		-	4327460	4328122	6	5	6	5	1	4
IsrP		+	4328158	4328305	58	53	56	57	20	28
SL1344_4047		-	4328323	4330113	4	4	4	4	3	5
SL1344_4048	metJ	-	4330570	4330887	182	175	179	110	159	92
SL1344_4049	metB	+	4331152	4332312	148	117	133	27	62	15
SL1344_4050	metL	+	4332315	4334747	142	115	128	35	64	20
STnc4070		-	4334856	4334758	23	9	16	19	55	118
SL1344_4051		-	4335001	4335720	1	1	1	2	1	3
SL1344_4052		-	4335723	4336721	1	1	1	1	0	2
SL1344_4053		-	4336956	4338080	5	4	4	2	2	2
SL1344_4054		+	4338216	4339772	14	12	13	12	5	5
STnc4080		-	4339930	4339806	42	25	33	34	445	23
SL1344_4055	metF	+	4339967	4340857	547	557	552	54	609	46
SL1344_4056	katG	+	4341022	4343202	36	33	34	8	1157	8
SL1344_4057	yijF	-	4343260	4343883	6	5	5	8	6	9
SL1344_4058	gldA	-	4344142	4345245	22	18	20	26	12	10
SL1344_4059	talC	-	4345257	4345919	15	14	15	20	4	7
SL1344_4060	ptsA	-	4345930	4348431	4	4	4	7	3	4
SL1344_4061	frwC	+	4348740	4349819	10	9	9	7	2	2
SL1344_4062	frwB	+	4349834	4350154	65	65	65	54	20	16
SL1344_4063	pflD	+	4350253	4352550	14	13	13	21	8	12
SL1344_4064	pflC	+	4352516	4353394	25	18	21	36	8	25
SL1344_4065	frwD	+	4353396	4353749	13	9	11	23	5	12
SL1344_4066	yijO	-	4353736	4354587	84	85	85	82	25	67
SL1344_4068	yijP	-	4354748	4356481	479	392	436	349	181	265
STnc1600		+	4356617	4356687	88	77	82	164	136	216
SL1344_4069	ppc	-	4356692	4359343	246	209	227	60	64	73
SL1344_4070	argE	-	4359712	4360863	100	90	95	59	29	52
SL1344_4071	argC	+	4360952	4361956	307	281	294	86	13	55
SL1344_4072	argB	+	4361964	4362740	233	181	207	77	21	23
SL1344_4073	argH	+	4362858	4364234	253	215	234	72	26	17
OxyS		-	4364424	4364306	75	77	76	55	21585	445
SL1344_4074	oxyR	+	4364519	4365436	53	47	50	30	13	33
SL1344_4075	udhA	-	4365419	4366819	41	38	39	45	34	48
SL1344_4076	yijC	+	4367018	4367653	70	49	59	69	60	73
SL1344_4077	yijD	+	4367669	4368028	67	49	58	68	40	85
SL1344_4078	trmA	-	4368075	4369175	23	19	21	17	11	13
SL1344_4079	btuB	+	4369507	4371393	25	20	22	18	29	21
SL1344_4080	murI	+	4371338	4372189	34	35	34	36	26	34
SL1344_4081	murB	+	4378004	4379032	21	21	21	26	14	20
SL1344_4082	birA	+	4379029	4379991	29	26	27	31	8	29
SL1344_4083	coaA	-	4380026	4380976	45	45	45	27	5	24
SL1344_4084		-	4381185	4381358	8	4	6	15	4	10
SL1344_4085	tufB	+	4381935	4383119	540	480	510	252	86	61
SL1344_4086	secE	+	4383349	4383732	257	253	255	130	33	72
SL1344_4087	nusG	+	4383734	4384279	317	306	311	160	35	99
SL1344_4088	rplK	+	4384437	4384865	816	908	862	128	53	56
SL1344_4089	rplA	+	4384869	4385573	999	834	916	147	91	62
SL1344_4090	rplJ	+	4385993	4386490	2073	1726	1899	288	170	295
SL1344_4091	rplL	+	4386557	4386922	3394	2829	3112	686	757	653
SL1344_4092	rpoB	+	4387240	4391268	222	193	208	63	45	33
SL1344_4093	rpoC	+	4391345	4395568	251	212	231	75	73	26
SL1344_4094		+	4395610	4395933	19	17	18	15	1	5
STnc3490		-	4395692	4395604	25	36	30	29	89	70
SL1344_4095		-	4395939	4396283	7	9	8	4	1	4
SL1344_4096	sseK1	+	4396682	4397692	190	133	162	113	23	99
SL1344_4097		+	4398015	4398203	283	357	320	260	272	272
SL1344_4098	thiH	-	4398354	4399487	210	172	191	77	31	25
SL1344_4099	thiG	-	4399484	4400254	140	102	121	53	18	18
SL1344_4100	thiS	-	4400256	4400456	161	108	134	41	19	18
SL1344_4101	thiF	-	4400437	4401195	144	111	128	40	17	17
SL1344_4102	thiE	-	4401188	4401823	158	132	145	47	19	33
SL1344_4103	thiC	-	4401823	4403718	155	126	141	54	24	30
STnc1460		-	4404050	4403811	7516	5433	6474	3630	5506	3090
SL1344_4104	rsd	-	4404082	4404570	43	41	42	42	48	89
SL1344_4105	nudC	+	4404663	4405436	25	20	22	24	8	18
SL1344_4106	hemE	+	4405477	4406541	37	32	34	33	25	29
SL1344_4107	nfi	+	4406551	4407222	39	34	37	34	12	25
SL1344_4108	yjaG	+	4407264	4407854	74	84	79	75	25	62
SL1344_4109	hupA	+	4408041	4408313	1934	2115	2025	918	319	1567
SL1344_4110	yjaH	+	4408325	4409017	64	57	60	34	7	26
SL1344_4111	zraP	-	4409059	4409514	2	2	2	2	4	3
SL1344_4112	hydH	+	4409768	4411165	9	6	8	6	3	8
SL1344_4113	hydG	+	4411171	4412496	15	14	15	15	9	18
SL1344_4114	purD	-	4412493	4413782	63	45	54	16	8	2
SL1344_4115	purH	-	4413794	4415383	54	54	54	14	5	2
SL1344_4116	yjaB	-	4421537	4421974	38	37	37	91	94	80
SL1344_4117	metA	+	4422131	4423060	353	285	319	68	208	59
SL1344_4118	aceB	+	4423329	4424930	14	10	12	5	2	6
SL1344_4119	aceA	+	4424962	4426266	14	12	13	9	4	7
SL1344_4120	aceK	+	4426368	4428119	19	28	23	16	8	19
SL1344_4121		-	4428083	4428517	13	12	13	9	3	9
SL1344_4122	iclR	-	4428501	4429325	22	23	22	17	6	22
